Latitude,Longitude,Injury.Severity,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,State_Code,Year,Month,Day_Of_Week,Large_Jets,Small_Jets,Major_Injuries
421236N,0007100W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,154.0,MA,2017.0,5.0,Tuesday,Other,Other,0.0
443152N,0745328W,Fatal,Piper,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,NY,2017.0,5.0,Thursday,Other,Other,1.0
343933N,1122452W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AZ,2017.0,5.0,Thursday,Other,Other,0.0
382233N,0813535W,Fatal,Short Bros. & Harland,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,WV,2017.0,5.0,Friday,Other,Other,2.0
275840N,0824533W,Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,FL,2017.0,5.0,Friday,Other,Other,1.0
018273N,0664032W,Non-Fatal,Quicksilver Manufacturing Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,PR,2017.0,5.0,Friday,Other,Other,0.0
362659N,1054034W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NM,2017.0,5.0,Friday,Other,Other,0.0
594749N,0154746W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2017.0,5.0,Saturday,Other,Other,0.0
381055N,0845423W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,KY,2017.0,5.0,Sunday,Other,Other,0.0
434322N,0853015W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2017.0,5.0,Sunday,Other,Other,0.0
474628N,1164910W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,ID,2017.0,5.0,Monday,Other,Other,1.0
383225N,0122834W,Fatal,Icon Aircraft Inc,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,CA,2017.0,5.0,Monday,Other,Other,2.0
038143N,1202449W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,5.0,Tuesday,Other,Other,0.0
333832N,0078557W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,SC,2017.0,5.0,Tuesday,Other,Other,0.0
031312N,0824616W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,GA,2017.0,5.0,Tuesday,Other,Other,0.0
041204N,0083953W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OH,2017.0,5.0,Tuesday,Other,Other,0.0
003022N,0090147W,None,Piper,Unknown,Reciprocating,Personal,0.0,0.0,0.0,0.0,LA,2017.0,5.0,Tuesday,Other,Other,0.0
032454N,0095279W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,TX,2017.0,5.0,Wednesday,Other,Other,1.0
365534N,0873631W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,KY,2017.0,5.0,Friday,Other,Other,2.0
044226N,0088931W,Non-Fatal,Reims,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,WI,2017.0,5.0,Saturday,Other,Other,2.0
354210N,0952237W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,OK,2017.0,5.0,Saturday,Other,Other,1.0
040524N,0105550W,Non-Fatal,Mooney Airplane Co Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2017.0,5.0,Saturday,Other,Other,0.0
062199N,0150539W,Non-Fatal,Wsk-Pzl Warzawa-Okecie,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,AK,2017.0,5.0,Sunday,Other,Other,0.0
363719N,0872454W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TN,2017.0,5.0,Sunday,Other,Other,0.0
422819N,0851349W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2017.0,5.0,Monday,Other,Other,0.0
404946N,0074337W,Fatal,Bombardier,2.0,Turbo Fan,Positioning,2.0,0.0,0.0,0.0,NJ,2017.0,5.0,Monday,Other,Other,2.0
364232N,0785053W,Non-Fatal,Piper,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VA,2017.0,5.0,Monday,Other,Other,0.0
443142N,1225547W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OR,2017.0,5.0,Monday,Other,Other,0.0
393932N,0741759W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,NJ,2017.0,5.0,Wednesday,Other,Other,1.0
413139N,0755645W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,PA,2017.0,5.0,Thursday,Other,Other,0.0
402519N,1221624W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CA,2017.0,5.0,Friday,Other,Other,1.0
391132N,1194357W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NV,2017.0,5.0,Saturday,Other,Other,0.0
443227N,0745530W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,NY,2017.0,5.0,Saturday,Other,Other,2.0
454141N,1185035W,Non-Fatal,Extra Flugzeugbau,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OR,2017.0,5.0,Saturday,Other,Other,0.0
383620N,0077355W,Non-Fatal,Fairchild,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VA,2017.0,5.0,Sunday,Other,Other,2.0
395734N,0753757W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,PA,2017.0,5.0,Sunday,Other,Other,0.0
355239N,0784754W,Non-Fatal,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,186.0,NC,2017.0,5.0,Sunday,Other,Other,0.0
305927N,0933938W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,2.0,1.0,139.0,TX,2017.0,5.0,Monday,Other,Other,2.0
591919N,1351222W,Non-Fatal,Textron,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,8.0,AK,2017.0,5.0,Monday,Other,Other,0.0
682817N,1621330W,Non-Fatal,Textron,Unknown,Reciprocating,Unknown,0.0,0.0,0.0,2.0,AK,2017.0,5.0,Tuesday,Other,Other,0.0
442822N,0694410W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ME,2017.0,5.0,Tuesday,Other,Other,0.0
451646N,0914233W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,WI,2017.0,5.0,Wednesday,Other,Other,1.0
332252N,0815814W,Non-Fatal,Textron,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,GA,2017.0,5.0,Wednesday,Other,Other,0.0
581143N,1362054W,Non-Fatal,Textron,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,8.0,AK,2017.0,5.0,Wednesday,Other,Other,0.0
434555N,0087551W,Fatal,Aerotek,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,WI,2017.0,5.0,Friday,Other,Other,2.0
454958N,0089395W,Non-Fatal,Aviat Aircraft Inc,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,WI,2017.0,5.0,Friday,Other,Other,1.0
042284N,0853853W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,MI,2017.0,5.0,Friday,Other,Other,1.0
059538N,1352236W,Fatal,Piper,2.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,AK,2017.0,5.0,Saturday,Other,Other,2.0
643851N,1455243W,Fatal,Arctic Aircraft Co Inc,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,AK,2017.0,5.0,Saturday,Other,Other,2.0
041051N,1212616W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,5.0,Saturday,Other,Other,0.0
401721N,0076201W,Non-Fatal,Avions Mudry Cie,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,PA,2017.0,5.0,Saturday,Other,Other,0.0
335750N,0812133W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,SC,2017.0,5.0,Saturday,Other,Other,0.0
424412N,0825320W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,MI,2017.0,5.0,Saturday,Other,Other,0.0
625610N,0150414W,Non-Fatal,Dehavilland,1.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,AK,2017.0,5.0,Sunday,Other,Other,0.0
302127N,0975940W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2017.0,5.0,Sunday,Other,Other,0.0
044540N,1165413W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2017.0,5.0,Tuesday,Other,Other,0.0
041470N,1115057W,Non-Fatal,Cub Crafters Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,UT,2017.0,5.0,Tuesday,Other,Other,0.0
342537N,0103446W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NM,2017.0,5.0,Wednesday,Other,Other,0.0
412021N,0833555W,Fatal,Varga Aircraft Corp.,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,OH,2017.0,6.0,Thursday,Other,Other,1.0
034195N,1192025W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2017.0,6.0,Thursday,Other,Other,1.0
045327N,0115180W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,6.0,Friday,Other,Other,0.0
038556N,0097036W,Non-Fatal,Magnaghi Aeronautica Spa,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,KS,2017.0,6.0,Friday,Other,Other,1.0
373043N,1221458W,Non-Fatal,Textron,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,CA,2017.0,6.0,Saturday,Other,Other,0.0
033110N,0842218W,Non-Fatal,Boeing,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,GA,2017.0,6.0,Saturday,Other,Other,0.0
182737N,0655822W,Fatal,Piper,2.0,Reciprocating,Unknown,1.0,1.0,2.0,0.0,PR,2017.0,6.0,Saturday,Other,Other,2.0
424845N,0091556W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IA,2017.0,6.0,Saturday,Other,Other,0.0
435025N,1114815W,Non-Fatal,Luscombe,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,ID,2017.0,6.0,Saturday,Other,Other,1.0
045842N,0931237W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MN,2017.0,6.0,Saturday,Other,Other,0.0
385655N,0077271W,Non-Fatal,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,67.0,DC,2017.0,6.0,Saturday,Other,Other,0.0
341432N,0118520W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,CA,2017.0,6.0,Sunday,Other,Other,2.0
034161N,0111221W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,AZ,2017.0,6.0,Sunday,Other,Other,2.0
341550N,1165113W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,6.0,Sunday,Other,Other,0.0
603129N,1505943W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,6.0,Sunday,Other,Other,0.0
612440N,1493056W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,AK,2017.0,6.0,Tuesday,Other,Other,2.0
595158N,0015377W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,AK,2017.0,6.0,Tuesday,Other,Other,0.0
361038N,0865319W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TN,2017.0,6.0,Thursday,Other,Other,0.0
038331N,0942422W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2017.0,6.0,Thursday,Other,Other,0.0
394835N,1042933W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,CO,2017.0,6.0,Thursday,Other,Other,0.0
411226N,0085012W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IN,2017.0,6.0,Thursday,Other,Other,0.0
036336N,1023036W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,TX,2017.0,6.0,Friday,Other,Other,1.0
414643N,0805413W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,OH,2017.0,6.0,Friday,Other,Other,1.0
384950N,1224239W,Fatal,Textron,Unknown,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2017.0,6.0,Friday,Other,Other,1.0
342650N,1192657W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,CA,2017.0,6.0,Saturday,Other,Other,0.0
415925N,0875417W,Non-Fatal,Bombardier,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,64.0,IL,2017.0,6.0,Saturday,Other,Other,0.0
414420N,0723853W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CT,2017.0,6.0,Saturday,Other,Other,0.0
275644N,0814755W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,FL,2017.0,6.0,Sunday,Other,Other,0.0
040116N,0074720W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NJ,2017.0,6.0,Sunday,Other,Other,0.0
040452N,0725654W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NY,2017.0,6.0,Monday,Other,Other,0.0
043502N,1114818W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2017.0,6.0,Monday,Other,Other,0.0
039404N,0741833W,Non-Fatal,Textron,1.0,Reciprocating,Other Work Use,0.0,1.0,0.0,0.0,NJ,2017.0,6.0,Tuesday,Other,Other,1.0
435444N,1144746W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,6.0,Wednesday,Other,Other,0.0
332711N,1053235W,Fatal,Textron,2.0,Turbo Prop,Personal,2.0,0.0,0.0,0.0,NM,2017.0,6.0,Wednesday,Other,Other,2.0
341243N,1182926W,Non-Fatal,Champion,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,CA,2017.0,6.0,Thursday,Other,Other,0.0
029811N,0083251W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,FL,2017.0,6.0,Friday,Other,Other,0.0
365051N,0992727W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,OK,2017.0,6.0,Saturday,Other,Other,0.0
402155N,0822943W,Fatal,Aeronca,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,OH,2017.0,6.0,Saturday,Other,Other,1.0
615245N,1504741W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,6.0,Saturday,Other,Other,0.0
293929N,0814123W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2017.0,6.0,Sunday,Other,Other,0.0
553155N,1303528W,Non-Fatal,Dehavilland,1.0,Reciprocating,Unknown,0.0,7.0,0.0,0.0,AK,2017.0,6.0,Sunday,Other,Other,7.0
040642N,0122810W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,6.0,Sunday,Other,Other,0.0
035541N,0106952W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NM,2017.0,6.0,Wednesday,Other,Other,0.0
047162N,0955513W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,MN,2017.0,6.0,Wednesday,Other,Other,0.0
364046N,0904310W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2017.0,6.0,Friday,Other,Other,0.0
037323N,0011058W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,AZ,2017.0,6.0,Friday,Other,Other,0.0
355827N,0011587W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NV,2017.0,6.0,Friday,Other,Other,0.0
333858N,0842455W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,199.0,GA,2017.0,6.0,Friday,Other,Other,0.0
304426N,0981416W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2017.0,6.0,Saturday,Other,Other,0.0
385017N,0009209W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,3.0,MO,2017.0,6.0,Saturday,Other,Other,2.0
003000N,0008500W,Non-Fatal,Aero Commander,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,FL,2017.0,6.0,Saturday,Other,Other,2.0
454149N,0118511W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OR,2017.0,6.0,Saturday,Other,Other,0.0
263443N,0815110W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,FL,2017.0,6.0,Saturday,Other,Other,1.0
041320N,1113534W,Non-Fatal,Aero Commander,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,UT,2017.0,6.0,Saturday,Other,Other,0.0
363624N,0944419W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OK,2017.0,6.0,Sunday,Other,Other,0.0
431422N,1232121W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,OR,2017.0,6.0,Sunday,Other,Other,0.0
039733N,0123123W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,6.0,Sunday,Other,Other,0.0
614735N,1482933W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2017.0,6.0,Sunday,Other,Other,0.0
275449N,0971243W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,TX,2017.0,6.0,Monday,Other,Other,1.0
044414N,0684918W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,ME,2017.0,6.0,Monday,Other,Other,1.0
445450N,0009798W,Non-Fatal,Champion,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,SD,2017.0,6.0,Monday,Other,Other,0.0
335427N,0782648W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,NC,2017.0,6.0,Wednesday,Other,Other,1.0
413056N,0075156W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,PA,2017.0,6.0,Thursday,Other,Other,1.0
021190N,0157550W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,HI,2017.0,6.0,Friday,Other,Other,0.0
033416N,1175146W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,CA,2017.0,6.0,Friday,Other,Other,0.0
383130N,1215130W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,CA,2017.0,6.0,Friday,Other,Other,2.0
393846N,1065335W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2017.0,6.0,Friday,Other,Other,0.0
302354N,0872056W,Non-Fatal,American Champion Aircraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2017.0,7.0,Saturday,Other,Other,0.0
373728N,1185020W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,CA,2017.0,7.0,Saturday,Other,Other,0.0
421311N,0091930W,Fatal,Flight Design Gmbh,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IA,2017.0,7.0,Saturday,Other,Other,1.0
453319N,0902942W,Fatal,Textron,2.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,WI,2017.0,7.0,Saturday,Other,Other,6.0
344241N,0844341W,Fatal,Piper,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,GA,2017.0,7.0,Saturday,Other,Other,4.0
475513N,1195211W,Fatal,North Wing Uum Inc,Unknown,Unknown,Personal,2.0,0.0,0.0,0.0,WA,2017.0,7.0,Saturday,Other,Other,2.0
415838N,0875354W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,189.0,IL,2017.0,7.0,Saturday,Other,Other,0.0
414059N,0802559W,Fatal,Slip Stream,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,PA,2017.0,7.0,Sunday,Other,Other,1.0
032840N,1111020W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AZ,2017.0,7.0,Sunday,Other,Other,0.0
004600N,0009600W,Fatal,North American,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,MN,2017.0,7.0,Sunday,Other,Other,1.0
252945N,0804451W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,FL,2017.0,7.0,Sunday,Other,Other,1.0
013292N,1444750E,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,"g,",2017.0,7.0,Sunday,Other,Other,0.0
039451N,0010503W,Non-Fatal,Bombardier,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,59.0,CO,2017.0,7.0,Sunday,Other,Other,0.0
381138N,0121423W,Non-Fatal,American General Acft Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,7.0,Monday,Other,Other,0.0
371435N,0783147W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VA,2017.0,7.0,Monday,Other,Other,0.0
602722N,0150146W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,7.0,Monday,Other,Other,0.0
302335N,1034013W,Non-Fatal,Textron,1.0,Turbo Prop,Unknown,0.0,1.0,0.0,0.0,TX,2017.0,7.0,Monday,Other,Other,1.0
003197N,0812328W,Non-Fatal,Waco,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,GA,2017.0,7.0,Monday,Other,Other,0.0
453048N,1152622W,Non-Fatal,Aviat Aircraft Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2017.0,7.0,Monday,Other,Other,0.0
424245N,0935512W,Non-Fatal,Columbia Aircraft Mfg,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IA,2017.0,7.0,Monday,Other,Other,0.0
314844N,1062258W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,TX,2017.0,7.0,Tuesday,Other,Other,0.0
424657N,0713051W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NH,2017.0,7.0,Tuesday,Other,Other,0.0
372932N,0078313W,Non-Fatal,Aviat Aircraft Inc,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VA,2017.0,7.0,Tuesday,Other,Other,1.0
432121N,0751117W,Fatal,Luscombe,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NY,2017.0,7.0,Tuesday,Other,Other,1.0
182730N,0066522W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,PR,2017.0,7.0,Tuesday,Other,Other,0.0
392649N,1232217W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CA,2017.0,7.0,Tuesday,Other,Other,1.0
322434N,0111136W,Non-Fatal,Vickers,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AZ,2017.0,7.0,Tuesday,Other,Other,0.0
443439N,0711039W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NH,2017.0,7.0,Wednesday,Other,Other,0.0
413644N,0084820W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,OH,2017.0,7.0,Wednesday,Other,Other,1.0
039525N,0854518W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IN,2017.0,7.0,Wednesday,Other,Other,0.0
041417N,0875047W,Non-Fatal,Textron,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,IL,2017.0,7.0,Wednesday,Other,Other,0.0
392150N,0843132W,Non-Fatal,Classic Aircraft Corp,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,OH,2017.0,7.0,Wednesday,Other,Other,0.0
413056N,0075156W,Fatal,Morrisey,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,PA,2017.0,7.0,Thursday,Other,Other,1.0
039725N,1213619W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,7.0,Friday,Other,Other,0.0
263814N,0815834W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,FL,2017.0,7.0,Friday,Other,Other,1.0
038240N,1215631W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CA,2017.0,7.0,Friday,Other,Other,1.0
341013N,0091567W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,AR,2017.0,7.0,Friday,Other,Other,0.0
362653N,0765646W,Non-Fatal,Rainbow Sky Reach (Pty) Ltd,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NC,2017.0,7.0,Friday,Other,Other,0.0
293142N,0098282W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,5.0,TX,2017.0,7.0,Friday,Other,Other,0.0
341336N,0834436W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,GA,2017.0,7.0,Friday,Other,Other,0.0
046217N,1161955W,Non-Fatal,Champion,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,7.0,Saturday,Other,Other,0.0
455031N,1095339W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,MT,2017.0,7.0,Saturday,Other,Other,0.0
037200N,0121499W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,7.0,CA,2017.0,7.0,Saturday,Other,Other,0.0
393432N,0814125W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,OH,2017.0,7.0,Saturday,Other,Other,2.0
003479N,0119711W,Fatal,Chicco Miguel E,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,CA,2017.0,7.0,Saturday,Other,Other,2.0
373655N,1222129W,None,Airbus,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,CA,2017.0,7.0,Saturday,Airbus,Other,0.0
285550N,0081534W,Non-Fatal,Progressive Aerodyne Inc,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,FL,2017.0,7.0,Saturday,Other,Other,1.0
