Latitude,Longitude,Injury.Severity,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,State_Code,Year,Month,Day_Of_Week,Large_Jets,Small_Jets,Major_Injuries
275644N,0814625W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,FL,2017.0,7.0,Saturday,Other,Other,1.0
342357N,0981559W,Non-Fatal,Textron,Unknown,Reciprocating,Personal,0.0,2.0,0.0,0.0,OK,2017.0,7.0,Saturday,Other,Other,2.0
672958N,1513433W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,7.0,Saturday,Other,Other,0.0
044508N,1174754W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OR,2017.0,7.0,Sunday,Other,Other,0.0
611123N,1495649W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,AK,2017.0,7.0,Sunday,Other,Other,1.0
404631N,0931358W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IA,2017.0,7.0,Sunday,Other,Other,0.0
442729N,1014045W,Non-Fatal,Cubcrafters Inc,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,SD,2017.0,7.0,Sunday,Other,Other,1.0
412035N,0754310W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PA,2017.0,7.0,Tuesday,Other,Other,0.0
433453N,1163123W,Non-Fatal,Textron,Unknown,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2017.0,7.0,Tuesday,Other,Other,0.0
483119N,0123128W,Non-Fatal,Textron,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,WA,2017.0,7.0,Tuesday,Other,Other,0.0
322039N,0952421W,Fatal,Piper,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,TX,2017.0,7.0,Thursday,Other,Other,2.0
381527N,0122263W,Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,2.0,1.0,1.0,0.0,CA,2017.0,7.0,Thursday,Other,Other,3.0
424422N,0722310W,Fatal,Extra Flugzeugbau Gmbh,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NH,2017.0,7.0,Thursday,Other,Other,1.0
633515N,1475919W,Non-Fatal,Piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,AK,2017.0,7.0,Thursday,Other,Other,0.0
302953N,0098537W,Non-Fatal,Progressive Aerodyne Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2017.0,7.0,Thursday,Other,Other,0.0
433014N,1141744W,Non-Fatal,Textron,Unknown,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,7.0,Friday,Other,Other,0.0
613623N,1503024W,Fatal,Aeronca,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,AK,2017.0,7.0,Saturday,Other,Other,1.0
385835N,0761948W,Non-Fatal,Costruzioni Aeronautiche Tecna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MD,2017.0,7.0,Saturday,Other,Other,0.0
452316N,0865522W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,WI,2017.0,7.0,Saturday,Other,Other,0.0
411144N,0112047W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UT,2017.0,7.0,Saturday,Other,Other,0.0
042152N,0913155W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IA,2017.0,7.0,Saturday,Other,Other,0.0
392856N,0951216W,Fatal,North American/Aero Classics,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,KS,2017.0,7.0,Sunday,Other,Other,2.0
612933N,1493721W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,7.0,Sunday,Other,Other,0.0
035220N,1063651W,Non-Fatal,Textron,1.0,Reciprocating,Public Aircraft,0.0,0.0,0.0,1.0,NM,2017.0,7.0,Sunday,Other,Other,0.0
435714N,0703515W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ME,2017.0,7.0,Sunday,Other,Other,0.0
036421N,0076548W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VA,2017.0,7.0,Sunday,Other,Other,0.0
404919N,0072521W,Non-Fatal,Aeroprakt,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NY,2017.0,7.0,Monday,Other,Other,0.0
039223N,0945452W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,KS,2017.0,7.0,Monday,Other,Other,0.0
431545N,0845333W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2017.0,7.0,Tuesday,Other,Other,0.0
431243N,0901047W,Non-Fatal,Costruzioni Aeronautiche Tecna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WI,2017.0,7.0,Tuesday,Other,Other,0.0
041437N,0762747W,Fatal,Aircraft Mfg & Dvlpmt Co,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,PA,2017.0,7.0,Wednesday,Other,Other,1.0
383922N,0784230W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VA,2017.0,7.0,Wednesday,Other,Other,0.0
413522N,0754522W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PA,2017.0,7.0,Thursday,Other,Other,0.0
445255N,0931318W,Non-Fatal,Embraer,2.0,Turbo Fan,Unknown,0.0,3.0,1.0,45.0,MN,2017.0,7.0,Thursday,Other,Other,3.0
335750N,0812133W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,SC,2017.0,7.0,Thursday,Other,Other,0.0
040443N,0735822W,Non-Fatal,Textron,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,9.0,NY,2017.0,7.0,Friday,Other,Other,0.0
591158N,1584431W,Non-Fatal,Dehavilland,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,AK,2017.0,7.0,Friday,Other,Other,0.0
385738N,0942229W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MO,2017.0,7.0,Friday,Other,Other,0.0
385838N,0122550W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,7.0,Saturday,Other,Other,0.0
034723N,0845055W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,GA,2017.0,7.0,Saturday,Other,Other,1.0
425415N,0941414W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IA,2017.0,7.0,Saturday,Other,Other,0.0
006882N,1453314W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,AK,2017.0,7.0,Saturday,Other,Other,0.0
302514N,0975437W,Non-Fatal,Textron,1.0,Reciprocating,Other Work Use,0.0,2.0,0.0,1.0,TX,2017.0,7.0,Saturday,Other,Other,2.0
363522N,0763817W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VA,2017.0,7.0,Sunday,Other,Other,0.0
412142N,0703124W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,MA,2017.0,7.0,Sunday,Other,Other,0.0
452550N,1221431W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,OR,2017.0,7.0,Sunday,Other,Other,0.0
037201N,1214916W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,7.0,Sunday,Other,Other,0.0
603145N,1504945W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2017.0,7.0,Sunday,Other,Other,0.0
324557N,0922925W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,LA,2017.0,7.0,Sunday,Other,Other,1.0
335639N,0983647W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,TX,2017.0,7.0,Monday,Other,Other,0.0
355731N,0115810W,Non-Fatal,British Aircraft Corp.,1.0,Turbo Jet,Positioning,0.0,1.0,0.0,0.0,NV,2017.0,7.0,Monday,Other,Other,1.0
374936N,1213723W,Non-Fatal,Lake,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,7.0,Tuesday,Other,Other,0.0
324338N,0985328W,Non-Fatal,Hillard Charlie R,1.0,Reciprocating,Other Work Use,0.0,0.0,2.0,0.0,TX,2017.0,7.0,Tuesday,Other,Other,0.0
433451N,1163117W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,7.0,Wednesday,Other,Other,0.0
411029N,0011218W,Fatal,Textron,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UT,2017.0,7.0,Wednesday,Other,Other,4.0
602217N,1541432W,Fatal,Textron,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,AK,2017.0,7.0,Thursday,Other,Other,1.0
038848N,1203855W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,7.0,Thursday,Other,Other,0.0
471147N,0122053W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,WA,2017.0,7.0,Friday,Other,Other,1.0
435721N,0882956W,Fatal,Aerofab Inc,1.0,Reciprocating,Personal,2.0,1.0,0.0,0.0,WI,2017.0,7.0,Friday,Other,Other,3.0
212538N,0015855W,Fatal,Textron,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,HI,2017.0,7.0,Saturday,Other,Other,4.0
034159N,1165056W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,CA,2017.0,7.0,Saturday,Other,Other,2.0
283246N,0811956W,Non-Fatal,Consolidated Aeronautics Inc.,Unknown,Unknown,Personal,0.0,0.0,0.0,1.0,FL,2017.0,7.0,Saturday,Other,Other,0.0
275825N,0824526W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2017.0,7.0,Saturday,Other,Other,0.0
029362N,0961919W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,TX,2017.0,7.0,Saturday,Other,Other,0.0
334032N,0117526W,None,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,CA,2017.0,7.0,Saturday,Other,Other,0.0
041225N,0732935W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,CT,2017.0,7.0,Sunday,Other,Other,1.0
355549N,0095016W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,OK,2017.0,7.0,Sunday,Other,Other,4.0
040354N,0088131W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IL,2017.0,7.0,Sunday,Other,Other,0.0
404636N,0079574W,Non-Fatal,Champion,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PA,2017.0,7.0,Sunday,Other,Other,0.0
393419N,1045053W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CO,2017.0,7.0,Monday,Other,Other,0.0
034295N,1174935W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,8.0,Tuesday,Other,Other,0.0
033915N,1115537W,Non-Fatal,Columbia Aircraft Mfg,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,AZ,2017.0,8.0,Tuesday,Other,Other,0.0
334112N,0112559W,Non-Fatal,Grumman,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,AZ,2017.0,8.0,Tuesday,Other,Other,0.0
615525N,0153125W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,8.0,Wednesday,Other,Other,0.0
362119N,0096039W,Non-Fatal,Mooney Aircraft Corp.,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OK,2017.0,8.0,Wednesday,Other,Other,0.0
384810N,1044256W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CO,2017.0,8.0,Thursday,Other,Other,0.0
384347N,0109457W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,UT,2017.0,8.0,Friday,Other,Other,1.0
061362N,0150541W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,AK,2017.0,8.0,Friday,Other,Other,0.0
433455N,1163128W,Non-Fatal,Champion,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,8.0,Saturday,Other,Other,0.0
038210N,0834758W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,KY,2017.0,8.0,Saturday,Other,Other,0.0
623119N,1483514W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2017.0,8.0,Saturday,Other,Other,0.0
383225N,0943338W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2017.0,8.0,Saturday,Other,Other,0.0
004117N,0714130W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,10.0,1.0,6.0,NY,2017.0,8.0,Saturday,Other,Other,10.0
402427N,0745758W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,NJ,2017.0,8.0,Sunday,Other,Other,1.0
037351N,0891310W,Non-Fatal,Boeing,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IL,2017.0,8.0,Wednesday,Other,Other,0.0
352913N,1043537W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NM,2017.0,8.0,Wednesday,Other,Other,1.0
391549N,0743627W,Non-Fatal,Construcciones Aeronauticas Sa,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NJ,2017.0,8.0,Thursday,Other,Other,0.0
331842N,0844611W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,GA,2017.0,8.0,Thursday,Other,Other,0.0
364433N,0104306W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,NM,2017.0,8.0,Thursday,Other,Other,1.0
403624N,1115955W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,2.0,UT,2017.0,8.0,Friday,Other,Other,2.0
395215N,0961533W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,KS,2017.0,8.0,Friday,Other,Other,0.0
043742N,0854036W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,MI,2017.0,8.0,Saturday,Other,Other,0.0
405135N,0821834W,Non-Fatal,North American,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,OH,2017.0,8.0,Saturday,Other,Other,1.0
361057N,0865313W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TN,2017.0,8.0,Sunday,Other,Other,0.0
058211N,1344128W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,AK,2017.0,8.0,Monday,Other,Other,0.0
403852N,0734556W,Non-Fatal,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,295.0,NY,2017.0,8.0,Tuesday,Boeing,Other,0.0
047831N,1191416W,Non-Fatal,Aerotechnik,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WA,2017.0,8.0,Thursday,Other,Other,0.0
605722N,1513820W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2017.0,8.0,Thursday,Other,Other,0.0
624148N,0148555W,Non-Fatal,Thrush,1.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,AK,2017.0,8.0,Thursday,Other,Other,0.0
303123N,0875412W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,AL,2017.0,8.0,Friday,Other,Other,1.0
613454N,1593236W,Non-Fatal,Textron,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,AK,2017.0,8.0,Friday,Other,Other,0.0
322818N,0100289W,Non-Fatal,Piper,1.0,Reciprocating,Public Aircraft - Federal,0.0,0.0,0.0,2.0,TX,2017.0,8.0,Friday,Other,Other,0.0
275836N,0824532W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2017.0,8.0,Saturday,Other,Other,0.0
040532N,0763428W,Non-Fatal,Smith,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,PA,2017.0,8.0,Saturday,Other,Other,0.0
044832N,1151851W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,ID,2017.0,8.0,Saturday,Other,Other,0.0
035020N,1143354W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AZ,2017.0,8.0,Saturday,Other,Other,0.0
002967N,0952744W,Non-Fatal,Luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2017.0,8.0,Saturday,Other,Other,0.0
043230N,0072116W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NH,2017.0,8.0,Sunday,Other,Other,0.0
385648N,0924136W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MO,2017.0,8.0,Sunday,Other,Other,0.0
043502N,1114818W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2017.0,8.0,Monday,Other,Other,0.0
342422N,0861539W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AL,2017.0,8.0,Monday,Other,Other,0.0
375148N,0895152W,Non-Fatal,Luscombe,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,MO,2017.0,8.0,Monday,Other,Other,1.0
415335N,0089442W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IL,2017.0,8.0,Monday,Other,Other,0.0
292838N,0081813W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2017.0,8.0,Monday,Other,Other,0.0
373016N,0121237W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,CA,2017.0,8.0,Tuesday,Other,Other,0.0
313919N,1181923W,Non-Fatal,Textron,1.0,Turbo Jet,Public Aircraft - Federal,0.0,1.0,0.0,0.0,PO,2017.0,8.0,Tuesday,Other,Other,1.0
041734N,0100411W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NE,2017.0,8.0,Tuesday,Other,Other,0.0
035360N,0885456W,Non-Fatal,Bombardier,2.0,Turbo Fan,Unknown,0.0,9.0,2.0,63.0,TN,2017.0,8.0,Tuesday,Other,Other,9.0
040037N,0105253W,Non-Fatal,Greene R/Greene S,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CO,2017.0,8.0,Tuesday,Other,Other,1.0
301446N,0087423W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AL,2017.0,8.0,Wednesday,Other,Other,0.0
042913N,1214317W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OR,2017.0,8.0,Thursday,Other,Other,0.0
611140N,0152139W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,AK,2017.0,8.0,Thursday,Other,Other,1.0
062109N,1452437W,Non-Fatal,Piper,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,AK,2017.0,8.0,Saturday,Other,Other,0.0
413548N,0742741W,Non-Fatal,Textron,1.0,Reciprocating,Other Work Use,0.0,1.0,0.0,0.0,NY,2017.0,8.0,Sunday,Other,Other,1.0
403331N,0124856W,Non-Fatal,North American,Unknown,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2017.0,8.0,Sunday,Other,Other,0.0
432037N,0072312W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VT,2017.0,8.0,Sunday,Other,Other,0.0
403032N,1221736W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,8.0,Sunday,Other,Other,0.0
443113N,0109126W,Non-Fatal,Aviat Aircraft Inc,1.0,Reciprocating,Public Aircraft - Local,0.0,0.0,0.0,1.0,WY,2017.0,8.0,Monday,Other,Other,0.0
321422N,0812621W,Fatal,Textron,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,GA,2017.0,8.0,Monday,Other,Other,3.0
345136N,0864527W,Non-Fatal,Pacific Aerospace Ltd,1.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,AL,2017.0,8.0,Monday,Other,Other,0.0
044570N,0843717W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,MI,2017.0,8.0,Monday,Other,Other,0.0
374023N,0891533W,Non-Fatal,Gulfstream,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IL,2017.0,8.0,Monday,Other,Other,0.0
372143N,1215536W,Non-Fatal,Textron,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,5.0,CA,2017.0,8.0,Tuesday,Other,Other,0.0
343416N,1142130W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,AZ,2017.0,8.0,Tuesday,Other,Other,1.0
036355N,0862839W,Fatal,Grumman,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,TN,2017.0,8.0,Wednesday,Other,Other,2.0
402746N,0119220W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NV,2017.0,8.0,Wednesday,Other,Other,0.0
001574N,1454334E,Non-Fatal,Piper,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,"n,",2017.0,8.0,Wednesday,Other,Other,0.0
395548N,0086225W,Fatal,Vans Aircraft Inc,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IN,2017.0,8.0,Thursday,Other,Other,1.0
434912N,0695512W,Non-Fatal,Textron,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,ME,2017.0,9.0,Friday,Other,Other,1.0
405348N,1174821W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NV,2017.0,9.0,Saturday,Other,Other,0.0
044349N,0007215W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VT,2017.0,9.0,Saturday,Other,Other,0.0
282030N,0080418W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,FL,2017.0,9.0,Sunday,Other,Other,0.0
394439N,0885510W,Non-Fatal,Golden Eagle,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IL,2017.0,9.0,Sunday,Other,Other,0.0
394043N,0753624W,Non-Fatal,Textron,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,3.0,DE,2017.0,9.0,Sunday,Other,Other,0.0
342020N,0119322W,Non-Fatal,Boeing,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,CA,2017.0,9.0,Monday,Other,Other,1.0
037285N,0935549W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2017.0,9.0,Monday,Other,Other,0.0
314826N,1062235W,Non-Fatal,Boeing,Unknown,Unknown,Unknown,0.0,0.0,1.0,142.0,TX,2017.0,9.0,Monday,Other,Other,0.0
574651N,1522329W,Non-Fatal,Textron,Unknown,Unknown,Business,0.0,0.0,0.0,4.0,AK,2017.0,9.0,Monday,Other,Other,0.0
675228N,1565554W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2017.0,9.0,Tuesday,Other,Other,0.0
064195N,1412511W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,AK,2017.0,9.0,Tuesday,Other,Other,0.0
392742N,0805730W,Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,WV,2017.0,9.0,Tuesday,Other,Other,2.0
003652N,0115913W,Non-Fatal,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,184.0,NV,2017.0,9.0,Wednesday,Other,Other,0.0
332352N,0096295W,Non-Fatal,Luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2017.0,9.0,Wednesday,Other,Other,0.0
672111N,1602938W,Non-Fatal,Piper,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,AK,2017.0,9.0,Wednesday,Other,Other,0.0
375613N,1224335W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2017.0,9.0,Thursday,Other,Other,1.0
044120N,0089554W,Non-Fatal,Taylorcraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WI,2017.0,9.0,Thursday,Other,Other,0.0
473824N,1115759W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,MT,2017.0,9.0,Thursday,Other,Other,1.0
038624N,0122734W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,CA,2017.0,9.0,Saturday,Other,Other,2.0
333422N,0845438W,Non-Fatal,Mooney,1.0,Reciprocating,Positioning,0.0,0.0,0.0,3.0,GA,2017.0,9.0,Saturday,Other,Other,0.0
043119N,0091728W,Non-Fatal,Aviat Aircraft Inc,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,WI,2017.0,9.0,Saturday,Other,Other,0.0
395434N,0105711W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2017.0,9.0,Saturday,Other,Other,0.0
331035N,0963521W,Non-Fatal,Textron,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,TX,2017.0,9.0,Saturday,Other,Other,0.0
048317N,1164920W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,ID,2017.0,9.0,Sunday,Other,Other,0.0
301338N,0984012W,Fatal,Rans Inc,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,TX,2017.0,9.0,Sunday,Other,Other,2.0
414120N,0072522W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CT,2017.0,9.0,Monday,Other,Other,1.0
343627N,0120431W,Non-Fatal,Czech Aircraft Works Spol Sro,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2017.0,9.0,Monday,Other,Other,0.0
411126N,0112028W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,UT,2017.0,9.0,Tuesday,Other,Other,1.0
375432N,0992411W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,KS,2017.0,9.0,Tuesday,Other,Other,0.0
414230N,0086192W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IN,2017.0,9.0,Tuesday,Other,Other,0.0
383639N,0942037W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MO,2017.0,9.0,Tuesday,Other,Other,0.0
003300N,0011800W,Non-Fatal,Boeing,2.0,Unknown,Unknown,0.0,0.0,0.0,140.0,CA,2017.0,9.0,Tuesday,Boeing,Other,0.0
