Investigation.Type,Accident.Number,Event.Date,Location,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Day_Of_Week,State_Code,new_lats,new_longs,Year,Month,Large_Jets,Small_Jets,Major_Injuries
Incident,DCA16WA194,2016-06-21,"Los Angeles, CA",335814N,1181421W,,,None,Minor,Boeing,747,No,Unknown,Unknown,129,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,Tuesday,CA,33.970555555555556,-118.23916666666666,2016.0,6.0,Boeing,Other,0.0
Accident,GAA16CA361,2016-06-21,"Lancaster, OH",394520N,0823926W,LHQ,FAIRFIELD COUNTY,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,SUNDOWNER AVIATION LLC,0.0,0.0,0.0,1.0,VMC,Tuesday,OH,39.75555555555555,-82.65722222222223,2016.0,6.0,Other,Textron,0.0
Accident,CEN16LA231,2016-06-22,"Blaine, MN",045842N,0931237W,ANE,ANOKA COUNTY-BLAINE ARPT (JANE,Non-Fatal,Substantial,Textron,182Q,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Wednesday,MN,4.9783333333333335,-93.21027777777778,2016.0,6.0,Other,Textron,0.0
Accident,GAA16CA330,2016-06-22,"Clearlake Oaks, CA",039131N,1223944W,,,Non-Fatal,Substantial,Textron,152,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Wednesday,CA,4.525277777777777,-122.66222222222223,2016.0,6.0,Other,Textron,1.0
Accident,ERA16LA228,2016-06-23,"Knoxville, TN",035538N,0835724W,TN98,SKY RANCH,Non-Fatal,Substantial,American Aviation,AA1,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Thursday,TN,3.927222222222222,-83.95666666666666,2016.0,6.0,Other,Other,0.0
Accident,ERA16CA229,2016-06-23,"Crystal River, FL",028521N,0082344W,CGC,Crystal River Airport,Non-Fatal,Substantial,Textron,182T,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Thursday,FL,3.4225000000000003,-8.395555555555555,2016.0,6.0,Other,Textron,0.0
Accident,CEN16LA234,2016-06-24,"Alamogordo, NM",325342N,0105582W,,,Non-Fatal,Substantial,North American,NAVION,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,NM,32.894999999999996,-10.939444444444444,2016.0,6.0,Other,Other,0.0
Accident,GAA16CA350,2016-06-24,"Springfield, MO",371433N,0932316W,SGF,SPRINGFIELD-BRANSON NATIONAL,Non-Fatal,Substantial,Piper,PA 24,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Friday,MO,37.2425,-93.38777777777779,2016.0,6.0,Other,Other,0.0
Accident,WPR16FA131,2016-06-25,"Coeur d'Alene, ID",047501N,0116291W,,,Fatal,Substantial,Textron,A185F,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Saturday,ID,5.250277777777778,-12.05861111111111,2016.0,6.0,Other,Textron,1.0
Accident,GAA16CA333,2016-06-25,"Anthony, NM",321536N,1064912W,,,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Saturday,NM,32.26,-106.82,2016.0,6.0,Other,Textron,2.0
Accident,GAA16CA336,2016-06-25,"Delta, CO",384541N,0108828W,D17,WESTWINDS,Non-Fatal,Substantial,Textron,152,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,CO,38.76138888888889,-11.474444444444444,2016.0,6.0,Other,Textron,0.0
Accident,ERA16LA230,2016-06-25,"Hollywood, FL",002604N,0801427W,HWO,NORTH PERRY,Non-Fatal,Substantial,Piper,PA28,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Saturday,FL,0.43444444444444447,-80.24083333333333,2016.0,6.0,Other,Other,1.0
Accident,GAA16CA338,2016-06-25,"Jackson, MI",421533N,0842742W,JXN,JACKSON COUNTY-REYNOLDS FIELD,Non-Fatal,Substantial,North American,SNJ,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,MI,42.259166666666665,-84.46166666666667,2016.0,6.0,Other,Other,0.0
Accident,ERA16LA231,2016-06-26,"Hollywood, FL",002604N,0801427W,HWO,NORTH PERRY,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Sunday,FL,0.43444444444444447,-80.24083333333333,2016.0,6.0,Other,Textron,0.0
Accident,DCA16CA193,2016-06-26,"New Orleans, LA",293537N,0090910W,,,Non-Fatal,Unknown,Boeing,737,No,Unknown,Unknown,121,Unknown,UNITED AIR LINES INC,0.0,0.0,1.0,177.0,Unknown,Sunday,LA,29.59361111111111,-9.152777777777779,2016.0,6.0,Boeing,Other,0.0
Accident,GAA16CA335,2016-06-26,"Richwood, OH",402757N,0083176W,,,Non-Fatal,Substantial,Rans,RANS S 6S,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Sunday,OH,40.465833333333336,-8.537777777777778,2016.0,6.0,Other,Other,2.0
Accident,ANC16LA035,2016-06-26,"Big Lake, AK",613638N,0015054W,,,Non-Fatal,Substantial,Universal Stinson,108,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,1.0,VMC,Sunday,AK,61.61055555555556,-1.8483333333333334,2016.0,6.0,Other,Other,2.0
Accident,GAA16CA349,2016-06-26,"Reno, NV",393948N,1195239W,RTS,RENO/STEAD,Non-Fatal,Substantial,Textron,150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,NV,39.663333333333334,-119.8775,2016.0,6.0,Other,Textron,0.0
Accident,GAA16CA346,2016-06-26,"Flushing, MI",043326N,0834823W,3DA,DALTON,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,MI,4.557222222222222,-83.80638888888889,2016.0,6.0,Other,Textron,0.0
Accident,GAA16CA375,2016-06-26,"Hayden Lake, ID",474532N,1164443W,,,Non-Fatal,Substantial,Textron,A185,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,ID,47.75888888888889,-116.74527777777777,2016.0,6.0,Other,Textron,0.0
Accident,WPR16LA171,2016-06-26,"Schafer Meadows, MT",048428N,1131425W,8U2,Schafer USFS Airport,Non-Fatal,Substantial,Textron,310R,No,2.0,Reciprocating,091,Personal,SMITH LOREN,0.0,0.0,0.0,4.0,VMC,Sunday,MT,5.4077777777777785,-113.24027777777778,2016.0,6.0,Other,Textron,0.0
Accident,CEN16LA239,2016-06-27,"Strasburg, CO",394410N,1041943W,,,Non-Fatal,Substantial,Piper,J3F 65,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Monday,CO,39.736111111111114,-104.3286111111111,2016.0,6.0,Other,Other,1.0
Accident,ANC16CA041,2016-06-27,"Palmer, AK",612617N,0148405W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Monday,AK,61.43805555555555,-15.401388888888889,2016.0,6.0,Other,Other,0.0
Accident,ERA16CA233,2016-06-28,"Farmington, PA",394820N,0793256W,PA88,Nemacolin Airport,Non-Fatal,Substantial,Textron,T206,No,1.0,Reciprocating,091,Personal,Unknown,0.0,4.0,0.0,0.0,VMC,Tuesday,PA,39.80555555555555,-79.54888888888888,2016.0,6.0,Other,Textron,4.0
Accident,ERA16CA237,2016-06-29,"Honesdale, PA",413056N,0075156W,N30,CHERRY RIDGE,Non-Fatal,Substantial,Piper,PA 28-161,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Wednesday,PA,41.51555555555556,-7.865555555555555,2016.0,6.0,Other,Other,0.0
Accident,ERA16CA277,2016-06-29,"Gray, GA",033035N,0083322W,,,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Wednesday,GA,3.5097222222222224,-8.556111111111111,2016.0,6.0,Other,Textron,2.0
Accident,GAA16CA359,2016-06-30,"Amarillo, TX",035931N,1015026W,TDW,TRADEWIND,Non-Fatal,Substantial,Piper,PA28,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Thursday,TX,3.9919444444444445,-101.84055555555555,2016.0,6.0,Other,Other,0.0
Accident,GAA16CA362,2016-06-30,"Ely, NV",391758N,1145019W,ELY,ELY ARPT /YELLAND FLD/,Non-Fatal,Substantial,Textron,U206,No,1.0,Reciprocating,PUBU,Public Aircraft - Federal,UNITED STATES DEPARTMENT OF INTERIOR,0.0,0.0,0.0,3.0,VMC,Thursday,NV,39.29944444444444,-114.8386111111111,2016.0,6.0,Other,Textron,0.0
Accident,GAA16CA365,2016-06-30,"Stamford, TX",325438N,0099443W,F56,ARLEDGE FIELD,Non-Fatal,Substantial,Textron,172RG,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Thursday,TX,32.910555555555554,-10.57861111111111,2016.0,6.0,Other,Textron,0.0
Accident,GAA16CA353,2016-07-02,"Hungry Horse, MT",048447N,1131442W,8U2,SCHAFER /USFS/,Non-Fatal,Substantial,Textron,182,No,1.0,Reciprocating,091,Personal,WINDJOX LLC.,0.0,1.0,0.0,2.0,VMC,Saturday,MT,5.413055555555556,-113.245,2016.0,7.0,Other,Textron,1.0
Accident,ERA16CA239,2016-07-02,"Harrisonburg, VA",382954N,0785335W,,Private,Non-Fatal,Substantial,Piper,PA 22-160,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,1.0,0.0,VMC,Saturday,VA,38.498333333333335,-78.89305555555556,2016.0,7.0,Other,Other,1.0
Accident,GAA16CA357,2016-07-02,"Maryville, MO",401954N,0094505W,78Y,RANKIN,Non-Fatal,Substantial,Textron,23,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Saturday,MO,40.33166666666667,-9.751388888888888,2016.0,7.0,Other,Textron,2.0
Accident,CEN16LA242,2016-07-02,"Wyoming, MN",452011N,0093016W,,,Non-Fatal,Substantial,Czech,SPORTCRUISER,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Saturday,MN,45.33638888888889,-9.504444444444445,2016.0,7.0,Other,Other,1.0
Accident,CEN16LA252,2016-07-02,"Houghton Lake Heights, MI",441945N,0844730W,5Y2,Houghton Lake State Airport,Non-Fatal,Substantial,Piper,PA-22-150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,4.0,0.0,0.0,VMC,Saturday,MI,44.32916666666667,-84.79166666666667,2016.0,7.0,Other,Other,4.0
Accident,ERA16LA255,2016-07-02,"Rhinebeck, NY",415811N,0735152W,NY94,OLD RHINEBECK,Non-Fatal,Substantial,Fleet,FLEET 16B,No,1.0,Reciprocating,091,Personal,RHINEBECK AERODROME MUSEUM,0.0,0.0,0.0,2.0,VMC,Saturday,NY,41.969722222222224,-73.86444444444444,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA356,2016-07-03,"Llano, CA",343052N,1174550W,CL13,BRIAN RANCH,Non-Fatal,Destroyed,Textron,182,No,1.0,Reciprocating,091,Personal,Unknown,0.0,4.0,0.0,0.0,VMC,Sunday,CA,34.51444444444444,-117.76388888888889,2016.0,7.0,Other,Textron,4.0
Accident,CEN16FA240,2016-07-03,"Frankenmuth, MI",431854N,0834219W,66G,William Zehnder Field Airport,Fatal,Destroyed,Aeronca,11AC,No,1.0,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Sunday,MI,43.315,-83.70527777777778,2016.0,7.0,Other,Other,2.0
Accident,CEN16LA244,2016-07-03,"Bullard, TX",032556N,0952649W,,,Non-Fatal,Substantial,Pollack,QUICKSILVER SPRINT2S,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,TX,3.4322222222222223,-95.44694444444445,2016.0,7.0,Other,Other,0.0
Accident,ANC16LA038,2016-07-04,"Halibut Cove, AK",593540N,1511449W,HOM,HOMER,Non-Fatal,Substantial,Textron,206,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Monday,AK,59.59444444444445,-151.24694444444444,2016.0,7.0,Other,Textron,0.0
Accident,ANC16CA040,2016-07-04,"Nome, AK",643049N,0165238W,94Z,NOME CITY FIELD,Non-Fatal,Substantial,Textron,180,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Monday,AK,64.51361111111112,-16.877222222222223,2016.0,7.0,Other,Textron,0.0
Accident,WPR16LA138,2016-07-05,"Brookings, OR",042444N,0124200W,BOK,BROOKINGS,Fatal,Destroyed,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,3.0,0.0,0.0,0.0,VMC,Tuesday,OR,4.412222222222223,-12.7,2016.0,7.0,Other,Textron,3.0
Accident,CEN16LA251,2016-07-06,"Placedo, TX",283951N,0964637W,,,Non-Fatal,Substantial,Champion,7EC,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,TX,28.664166666666667,-96.77694444444444,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA370,2016-07-06,"New Durham, NH",043297N,0071958W,NH68,MERRYMEETING LAKE,Non-Fatal,Substantial,Textron,180,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,NH,4.560277777777777,-7.332777777777777,2016.0,7.0,Other,Textron,0.0
Incident,ENG16IA027,2016-07-07,"Jamaica, NY",403829N,0734643W,JFK,JOHN F KENNEDY INTL,Non-Fatal,Minor,Boeing,757,No,Unknown,Turbo Fan,121,Unknown,DELTA AIR LINES INC,0.0,0.0,0.0,157.0,Unknown,Thursday,NY,40.64138888888889,-73.7786111111111,2016.0,7.0,Boeing,Other,0.0
Accident,GAA16CA367,2016-07-07,"Searcy, AR",351844N,0915244W,35AR,SWEET SPRINGS AIRPORT,Non-Fatal,Substantial,Textron,182,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Thursday,AR,35.31222222222222,-91.87888888888888,2016.0,7.0,Other,Textron,0.0
Incident,DCA16IA200,2016-07-08,"Rapid City, SD",044851N,0103624W,KRCA,Ellsworth AFB,Non-Fatal,Unknown,Airbus,A320 211,No,2.0,Turbo Fan,121,Unknown,DELTA AIR LINES INC,0.0,0.0,0.0,129.0,VMC,Friday,SD,4.814166666666667,-10.606666666666666,2016.0,7.0,Airbus,Other,0.0
Accident,CEN16FA261,2016-07-08,"Houston, TX",029492N,0953957W,IWS,West Houston Airport,Fatal,Destroyed,Piper,PA 32R-300,No,1.0,Reciprocating,091,Personal,Unknown,4.0,0.0,0.0,0.0,VMC,Friday,TX,3.592222222222222,-95.66583333333334,2016.0,7.0,Other,Other,4.0
Accident,CEN16LA259,2016-07-08,"Bridgeport, TX",331049N,0974943W,XBP,BRIDGEPORT MUNI,Non-Fatal,Substantial,Textron,152,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,TX,33.180277777777775,-97.8286111111111,2016.0,7.0,Other,Textron,0.0
Accident,GAA16CA369,2016-07-08,"Red Lodge, MT",451110N,1091528W,RED,RED LODGE,Non-Fatal,Substantial,Stinson,108,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,MT,45.18611111111111,-109.25777777777778,2016.0,7.0,Other,Other,0.0
Accident,ERA16LA250,2016-07-08,"Windermere, FL",028309N,0813135W,,,Non-Fatal,Substantial,Piper,PA32,No,1.0,Reciprocating,091,Personal,LEDFORDOPOLIS II LLC,0.0,0.0,2.0,0.0,VMC,Friday,FL,3.3858333333333333,-81.52638888888889,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA371,2016-07-08,"San Diego, CA",324841N,0117817W,MYF,MONTGOMERY FIELD,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,CA,32.811388888888885,-12.304722222222223,2016.0,7.0,Other,Textron,0.0
Accident,WPR16LA139,2016-07-08,"Salinas, CA",363946N,1213623W,SNS,Salinas,Non-Fatal,Substantial,Textron,140,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,CA,36.66277777777778,-121.60638888888889,2016.0,7.0,Other,Textron,0.0
Accident,GAA16CA366,2016-07-10,"Grants Pass, OR",423036N,1232317W,3S8,GRANTS PASS,Non-Fatal,Substantial,Helio,H 295,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Sunday,OR,42.51,-123.38805555555557,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA472,2016-07-10,"Kahului, HI",205352N,1562548W,OGG,KAHULUI,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,MAUI AVIATORS LLC,0.0,0.0,0.0,1.0,VMC,Sunday,HI,20.897777777777776,-156.42999999999998,2016.0,7.0,Other,Textron,0.0
Accident,ERA16LA251,2016-07-11,"Zellwood, FL",284537N,0813621W,FL97,TANGERINE,Non-Fatal,Destroyed,Tumbling Goose Llc,12S,No,Unknown,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Monday,FL,28.760277777777777,-81.60583333333332,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA373,2016-07-11,"Somerset, KY",037317N,0843652W,SME,LAKE CUMBERLAND RGNL,Non-Fatal,Substantial,Canadian Car & Foundry,HARVARD,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Monday,KY,4.221388888888889,-84.61444444444444,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA374,2016-07-11,"Cleveland, GA",034339N,0834928W,0GE5,MOUNTAIN AIRPARK,Non-Fatal,Substantial,Textron,150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Monday,GA,3.7275,-83.82444444444444,2016.0,7.0,Other,Textron,2.0
Accident,GAA16CA378,2016-07-14,"Denver, CO",039473N,1043215W,FTG,FRONT RANGE,Non-Fatal,Substantial,Piper,PA46R,No,1.0,Reciprocating,091,Personal,"Matrix 37, LLC.",0.0,0.0,0.0,2.0,VMC,Thursday,CO,4.586944444444444,-104.5375,2016.0,7.0,Other,Other,0.0
Accident,GAA16CA376,2016-07-15,"Stevensville, MT",462742N,0114442W,,,Non-Fatal,Substantial,Textron,182,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,MT,46.461666666666666,-11.745,2016.0,7.0,Other,Textron,0.0
Accident,WPR16LA140,2016-07-15,"Kona, HI",194420N,0156244W,,,Non-Fatal,Destroyed,Piper,PA 23-150,No,2.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Friday,HI,19.73888888888889,-16.045555555555556,2016.0,7.0,Other,Other,2.0
Accident,ERA16FA257,2016-07-16,"Esperance, NY",424650N,0741955W,NY05,HOGAN,Fatal,Destroyed,Piper,PA 28R-201,No,1.0,Reciprocating,091,Personal,Unknown,3.0,0.0,1.0,0.0,VMC,Saturday,NY,42.78055555555555,-74.33194444444445,2016.0,7.0,Other,Other,3.0
Accident,CEN16LA267,2016-07-16,"Longmont, CO",040952N,0105949W,LMO,VANCE BRAND,Non-Fatal,Substantial,Aeronca,7BCM,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Saturday,CO,4.164444444444444,-10.996944444444443,2016.0,7.0,Other,Other,1.0
Accident,ERA16LA258,2016-07-16,"Westwood, MA",421234N,0071930W,OWD,NORWOOD MEMORIAL,Fatal,Substantial,Piper,PA24,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,1.0,0.0,VMC,Saturday,MA,42.20944444444445,-7.325,2016.0,7.0,Other,Other,1.0
Accident,CEN16LA299,2016-07-16,"Mt Morris, IL",042212N,0892334W,C55,OGLE COUNTY,Non-Fatal,Substantial,Engineering & Research,415 C,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Saturday,IL,4.369999999999999,-89.39277777777778,2016.0,7.0,Other,Other,0.0
Accident,WPR16LA141,2016-07-17,"Minden, NV",003901N,0119457W,MEV,Minden,Non-Fatal,Substantial,Luscombe,8A,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Sunday,NV,0.6502777777777778,-12.5825,2016.0,7.0,Other,Other,2.0
